
optim:adam r:4.0 lamb:0.01, d:100, temp:2.0, lr:0.0001, N_1:30, N_2:30

optim:adam r:4.0 lamb:0.01, d:100, temp:2.0, lr:0.0001, N_1:30, N_2:30

optim:adam r:4.0 lamb:0.01, d:100, temp:2.0, lr:0.0001, N_1:30, N_2:30

optim:adam r:4.0 lamb:0.01, d:100, temp:2.0, lr:0.0001, N_1:30, N_2:30
749	12.91	0.1595 9.8 0.0000 0.2000 0.5000	0.1595 9.8 0.0000 0.2000 0.5000
799	13.28	0.1595 9.8 0.0000 0.2000 0.5000	0.1595 9.8 0.0000 0.2000 0.5000
849	13.68	0.1613 9.7 0.0000 0.2000 0.5000	0.1613 9.7 0.0000 0.2000 0.5000
899	14.06	0.1589 9.8 0.0000 0.2000 0.5000	0.1589 9.8 0.0000 0.2000 0.5000
949	14.52	0.1579 9.8 0.0000 0.2000 0.5000	0.1579 9.8 0.0000 0.2000 0.5000
999	14.89	0.1732 9.7 0.0000 0.2000 0.5000	0.1732 9.7 0.0000 0.2000 0.5000
best_performance: 999	14.89	0.1732 9.7 0.0000 0.2000 0.5000	0.1732 9.7 0.0000 0.2000 0.5000

optim:adam r:4.0 lamb:0.01, d:100, temp:2.0, lr:0.0001, N_1:30, N_2:30
49	2.22	0.1601 9.1 0.0000 0.1000 0.6000	0.1601 9.1 0.0000 0.1000 0.6000
99	2.57	0.1732 8.7 0.0000 0.1000 0.6000	0.1732 8.7 0.0000 0.1000 0.6000
149	2.92	0.1946 8.8 0.0000 0.2000 0.6000	0.1946 8.8 0.0000 0.2000 0.6000
199	3.27	0.1949 8.7 0.0000 0.2000 0.5000	0.1949 8.7 0.0000 0.2000 0.5000
249	3.62	0.1926 9.0 0.0000 0.2000 0.4000	0.1926 9.0 0.0000 0.2000 0.4000
299	3.98	0.1968 9.0 0.0000 0.2000 0.4000	0.1968 9.0 0.0000 0.2000 0.4000
349	4.36	0.2052 8.9 0.0000 0.3000 0.4000	0.2052 8.9 0.0000 0.3000 0.4000
399	4.75	0.2042 9.1 0.0000 0.3000 0.4000	0.2042 9.1 0.0000 0.3000 0.4000
449	5.12	0.2198 9.2 0.0000 0.3000 0.4000	0.2198 9.2 0.0000 0.3000 0.4000
499	5.50	0.2198 9.2 0.0000 0.3000 0.4000	0.2198 9.2 0.0000 0.3000 0.4000
549	5.90	0.2198 9.2 0.0000 0.3000 0.4000	0.2198 9.2 0.0000 0.3000 0.4000
599	6.31	0.2203 9.1 0.0000 0.3000 0.4000	0.2203 9.1 0.0000 0.3000 0.4000
649	6.72	0.2170 9.0 0.0000 0.3000 0.5000	0.2170 9.0 0.0000 0.3000 0.5000
699	7.17	0.2190 8.8 0.0000 0.3000 0.6000	0.2190 8.8 0.0000 0.3000 0.6000
749	7.62	0.2179 8.9 0.0000 0.3000 0.6000	0.2179 8.9 0.0000 0.3000 0.6000
799	8.01	0.2179 8.9 0.0000 0.3000 0.6000	0.2179 8.9 0.0000 0.3000 0.6000
849	8.41	0.2190 8.8 0.0000 0.3000 0.6000	0.2190 8.8 0.0000 0.3000 0.6000
899	8.81	0.2205 8.7 0.0000 0.3000 0.6000	0.2205 8.7 0.0000 0.3000 0.6000
949	9.22	0.2196 8.8 0.0000 0.3000 0.5000	0.2196 8.8 0.0000 0.3000 0.5000
999	9.63	0.2196 8.8 0.0000 0.3000 0.5000	0.2196 8.8 0.0000 0.3000 0.5000
best_performance: 899	8.81	0.2205 8.7 0.0000 0.3000 0.6000	0.2205 8.7 0.0000 0.3000 0.6000

optim:adam r:4.0 lamb:0.01, d:100, temp:2.0, lr:0.0001, N_1:30, N_2:30

optim:adam r:4.0 lamb:0.01, d:100, temp:2.0, lr:0.0001, N_1:30, N_2:30

optim:adam r:4.0 lamb:0.01, d:100, temp:2.0, lr:0.0001, N_1:30, N_2:30
